-82.558349|-43.726675|1EuGQKeFte
-60.40811|44.763858|jgj7HOehDW
79.561063|-34.41759|mIRZw5Jif9
60.431824|-11.67609|IFVt7HtbqS
35.660699|174.933918|swZVUWz7dh
69.279186|68.171345|IbVV8KRLSY
48.581364|-100.104334|gW5HJva16y
-31.25948|-22.897|raquTnXZmT
69.243439|17.62805|k5Wnwa3ELk
4.687974|-177.784772|6AT93OlNBr
38.510136|-141.90637|DRw2oQr4BZ
-48.547963|-115.192168|LAak0OveW5
-77.104121|-89.927215|PYd4uViqNS
43.44745|90.75351|EUkxAghFQv
75.193044|130.84527|7TZ6YnGu5X
-81.493062|-47.290856|6Ieyj8V2F0
59.500281|109.805341|P6xKv9K5NQ
-81.327842|-101.54371|zajD4LN9b1
19.127771|-104.426699|o8DBRcOyN7
45.891196|-80.9114|JUiVGCkoPL
32.896324|86.749963|BTnsI1XUlI
-27.434035|58.902971|CElMCAv3Uz
49.227344|-158.532006|owDMfGTH61
-68.799292|111.555913|tMUpfP0QuE
-77.358015|-53.878943|YoBCIgfjvu
-13.26247|-94.636086|fkI24bquO7
47.309676|130.186218|7BoE6c2NXi
-19.71335|-70.926477|HufWNBXla5
-73.625507|46.367991|QwixTCZmR4
4.873558|-34.50143|iIXLYzXoSY
87.869782|114.715613|CLk9RsBemd
-42.176319|-78.518515|2tYToi75Uk
-84.80631|-80.871725|8ZvT9cstSZ
26.997278|15.114118|0AflRY3Dk5
66.716586|141.408092|d3Myvdh6BZ
-16.86059|-107.693541|j7KVdTtMmj
-68.208282|-36.820245|6f9tqQyey1
15.16342|-64.874143|rlYZ4sTvn8
76.270451|-73.470625|0Fvmammox6
36.946865|-141.15895|AkAfo2Rq9w
-53.302903|-168.693884|Qu0NERL2cm
38.637778|-30.71011|H5m6GqTPVY
14.35825|-5.557757|kfO6EAuBcD
6.211931|135.339145|uYEqenwEV5
42.633551|162.365929|bg4VEm9fGu
80.203072|-75.37982|semq4nfXXw
78.499988|48.388573|vtC62EU06f
2.364947|80.996227|sLDHLf5U2n
51.758323|6.909982|Avm5cqitja
-13.712043|111.919174|orZf8ACfzx
-90.236928|40.931911|gV1AB0bkiW
59.459048|138.591001|jZ0C3PtvJG
42.703368|-18.4495|wPznM8wO0Z
-82.89449|-99.211258|xOL6b2nwnB
47.235464|58.682524|S3uK3shkM2
-21.13844|94.4906|7oZSrGIUk5
-68.8834|42.825735|4d0KMj81wo
14.76546|-122.102917|mF5uARkcB7
16.187187|-36.837718|gV1M42vC4A
86.646916|153.187414|U38SOw52oW
52.419818|-96.40609|AUzFQp6eNr
-63.99658|-7.855899|9fO7adkHqh
-90.853627|20.590922|xxl8HTil4J
-18.826448|31.439828|RDbcYQK7aP
84.169624|56.22254|A5x3eaXH67
-15.3734|-179.595417|9j0VHaf6Tt
-25.681545|-26.671142|Eyl2dxp3kB
-22.433856|19.439645|721HxMfvqS
12.19193|46.4899|zXMYYZ6JAJ
35.103416|-146.753224|u0kJFWll3v
55.447162|24.217522|15uZG5Tjh8
-76.880588|-68.544311|k6ax11yyUq
13.10766|4.13342|6afOv2sRAO
-12.713|-140.120089|Ks2woqAcaR
57.576286|-62.995026|cSnshy304X
-83.43086|171.112688|PLGit9YUVl
-68.384287|-94.682875|yTgYWM2NFV
-35.662607|24.543977|7UZaNDsHMg
-29.346741|144.739393|OZnGtJkLlW
15.74816|44.77921|P1Psm4ZZ0O
16.391187|113.709651|2YHD9iPwkz
38.566442|44.926333|RyyYB9usRr
-67.142897|-50.373334|GnONGOQKU4
-70.409855|-81.553389|umkIZqKe1s
12.861533|-162.70962|LvwvfnskD4
-60.192706|0.41093|z0kypmUJho
54.53495|-148.524225|H3ObTeR1Vw
-68.933643|160.641345|RVoGL0aHca
12.988675|-91.656605|Q6O55GfLqs
89.470895|-39.834332|V6nxpFD19V
-28.818654|160.810893|WlbpGxviBU
-21.336261|-146.22419|wKtagFefrj
40.701083|86.407763|rvZ2PMJx1R
78.579787|156.4036|epx7y0MeDa
51.932335|-89.150878|efFBBmsykE
0.727408|-98.570406|ZpLAQDUUn6
-64.350736|60.406095|K6ZIHyWyOB
-6.974899|-139.284205|0htLBGcSRO
2.15908|-97.322674|rg7YTj9NE3
81.412529|108.704643|KmJnajR2dS
