57.49536|121.74312|88.361847|147.211155
-74.943757|119.428115|-20.661011|132.649669
-83.865445|-144.574684|-72.563057|86.69179
41.171541|-103.387675|87.598464|-25.65092
27.277136|103.1072|65.558977|142.37232
-15.215985|34.746473|61.380885|47.826524
-77.989595|126.928096|-33.40233|145.770482
-20.310246|-124.319582|79.401991|155.75047
-49.816403|-4.879579|-7.99492|165.486808
-89.993321|117.864374|68.678034|119.159164
-38.466354|-166.12628|-6.121684|-114.126387
-90.608076|-142.70275|-86.823681|-127.292725
-21.256851|-83.401534|-5.857686|-57.613464
-82.613411|-122.190728|34.654923|-20.905579
-22.828187|14.836319|31.500684|135.20822
-67.105476|75.593648|48.982897|119.704237
-55.48106|-140.44605|37.3173|-72.16434
4.652993|89.277334|12.735683|151.501838
-3.676951|73.834496|49.226459|130.969054
-83.729117|3.301919|-22.248564|51.465391
57.908747|-171.279649|80.37769|-38.668159
-47.394327|-31.454103|25.714656|20.114787
-53.92998|-17.898287|5.157255|174.677676
-20.390414|-110.974365|62.771116|-15.10215
-12.561783|114.764899|35.873456|172.663016
28.438872|-19.921381|52.786128|133.113031
47.897946|58.702119|78.797378|122.556865
-58.729189|-40.486411|16.598364|45.155228
0.42113|11.414858|78.674752|93.467205
-78.37123|-74.210138|-52.660298|-48.836921
-8.91179|-146.677997|-3.447352|-87.788566
-58.988355|18.465056|75.368432|108.923759
-25.104844|31.573236|20.917987|48.48256
-66.367939|-115.207361|-26.676593|-6.249662
-68.755096|138.561697|-16.181226|157.630072
52.876994|-128.471037|72.590715|67.555124
-84.689743|29.939514|-26.128798|101.957964
39.365292|-168.958623|87.24705|94.80229
-24.947953|109.883904|41.3641|115.669415
-24.487718|-87.772079|39.446656|68.32754
-41.19617|65.124825|24.47093|131.8951
10.970187|-172.835191|47.535283|143.751228
-57.98309|-46.593906|-22.350988|98.755138
-66.444308|-75.515982|35.60858|165.282054
-51.48201|25.581364|-30.797383|33.291861
-42.12985|-3.406787|11.461119|169.654928
35.883598|-14.822068|77.785667|65.963428
-24.179444|-57.365946|39.429153|45.343807
-22.682137|-121.805356|68.215936|68.57942
61.543925|29.543631|77.449351|126.865139
-30.291826|-92.796514|71.698895|174.43671
52.339585|-126.707405|79.546251|161.847091
-34.87544|-151.338988|-28.940288|52.490841
9.232546|-127.21082|48.756019|-101.852761
52.726523|111.513945|77.174788|151.544662
60.950696|-150.346585|80.899776|135.724565
36.149236|132.90075|83.715593|164.725857
57.169841|-32.764017|82.525658|178.523704
62.759888|105.518351|77.746984|164.175821
-21.753083|-34.771524|8.34402|167.804886
-38.381659|103.235761|26.210714|176.470814
1.692439|65.242946|40.827766|70.318962
-12.32904|-42.246433|73.480647|176.502169
55.944282|-72.847785|77.901458|15.80665
66.26755|-122.224561|72.58462|13.52957
34.981887|-176.614522|66.710213|60.531791
46.18994|118.85896|75.659619|165.805656
24.593898|-61.7733|59.16019|108.612069
22.753444|16.961427|78.541117|144.61859
-41.73527|-89.229665|57.20468|26.718693
-31.341414|-138.555189|-14.4586|-25.636851
63.864068|134.177744|78.844676|157.740726
37.751447|-29.308513|83.675346|65.464722
-78.22026|-82.55492|-53.829435|99.472753
12.348764|120.91301|26.35866|157.93725
40.361504|-16.129492|80.21074|38.69576
-47.914028|71.868897|84.601195|134.5574
-38.51788|9.864633|76.604124|85.544532
11.681933|-137.453358|31.501217|-123.499768
-46.815029|126.87189|46.380569|163.994559
-16.228034|67.697277|45.866924|138.107282
-86.691096|-146.4875|-36.740705|-25.793831
19.473769|79.727758|83.452405|169.815737
-32.474583|-144.867047|0.277732|162.894633
6.455344|32.612337|86.940313|149.90935
-6.236313|-51.448741|10.25911|171.44024
-31.488876|-146.612842|53.32956|-5.73778
-87.658901|94.428875|-61.554909|118.80157
62.427471|-73.47924|69.110948|132.644027
0.715651|131.262448|38.916868|170.847759
64.101557|-19.859404|78.721933|167.310507
66.725637|117.428619|73.768806|165.797414
59.47914|37.819374|67.129861|64.265929
-12.798101|-167.645065|6.732369|115.775973
-40.326644|-108.74161|-35.53898|51.919601
-39.362219|-169.350785|76.95049|-8.574567
-21.343573|-117.355495|89.291993|101.527043
69.856627|69.35815|70.341232|137.817606
16.82087|109.768684|35.30669|171.613293
-53.831504|-8.764184|65.27547|163.251935
